reviews.text,Evaluation
"I enjoyed our stay here. The staff is accommodating and pleasant. The rooms are well appointed and comfortable. The sheets, pillows are luxe. We didn't even have to share an elevator ride. I was impressed with our stay. Didn't have to sign in to the wifi each day of our stay. It was the little things at the Conrad that made for a memorable visit in Chicago.Dear 6tribes, Thank you for your recent Conrad Chicago stay and taking time to write about your experience. I'm glad you were able to enjoy the little amenities and service perks that we offer to our guests to ensure that they have a comfortable stay. We look forward to the opportunity to welcome you back. Sincerely, Tod Chambers",Good
"I had a nice 5-night stay at this hotel. I was originally supposed to stay for 4 nights but my flight got cancelled and the hotel, graciously and without hassle or fanfare, allowed me to stay in my same room for an extra night and for the same nightly rate that I had booked when I was making my original reservation online. My room was located on the ground floor towards the back and the only disturbance was the restaurant next door late in the evenings. However, I'm not a light sleeper so once I went to bed, it didn't bother me at all. The legendary cat greeted me when I was checking in (around midnight) and he allowed me to pet him. I only saw him once more during my stay. This hotel is very well located - there are 2 cafes within 5 minutes walk and another 1 about 20 minutes' walk away - and there's a barbecue place right next door, a diner around the corner and a gourmet pizza place across the street. I sampled them all and was happy with my meals and coffee drinks. The hotel serves a continental breakfast. It's nothing to write home about but it will hold you for a few hours and I liked the convenience of not having to go in search of breakfast first thing in the morning. Ponce City Market is very nearby so there are a tonne more food options within easy reach. My room was well kept and very clean. It looks pretty dated but is very well maintained. My only problem was that the hot water took more than 15 minutes to really get hot and since I'm not a big fan of wasting water, I ended up taking tepid/warm showers most of the time, instead of really hot the way I like it. The staff were helpful when needed but not overly friendly. I had a good stay and I would return to this hotel if I needed to stay in that area again. Oh, and there's a Publix behind the hotel, about a 3 minute walk, which was very convenient when I needed cold medicine.",Good
"My daughter and I stayed at the Conrad for her 16th birthday. The staff went out of their way to accommodate us with a Michigan Avenue room with an awesome view. The location is just steps away from our favorite stores and many great restaurants. Thank you again to the wonderful staff at the Conrad!Dear 35johannaj, Happy 16th Birthday from the entire Conrad Chicago team! I'm so glad the team went out of their way to make you two comfortable during your visit with us. I appreciate you taking the time to write about your review. We look forward to having you stay with us again. Kind Regards, Tod Chambers",Good
Stayed here September 2018 for 7 nights hotel was amazing and should be rated a 5 star plus everything was perfect fantastic rooms amazing staff first class facilities great location close to all local attractions would highly recommend.Our team appreciates your review and recommendation on TripAdvisor. We are happy you enjoyed your visit to the resort and look forward to welcoming you back again in the near future.,Good
We got in around 7:00 pm and I was taken care of very quickly. Our rooms were close to each other as requested. Both rooms were very clean and nicely arranged. The fridge was already cold for our refreshments. We ended up playing cards outside in back until late and it was very peaceful.,Good
"Positives:- The room was absolutely spectacular. We loved the room that we were assigned. High ceilings, plenty of space, great decor. Historic photographs, views of the skyline. It was just awesome.- Nice locations near the Public Gardens and walkable to restaurants and attractions- The building felt historic and full of characterNegatives:- The parking situation was absolutely awful. Parking was only available at the Boston Common garage for a fee of 30-something a day, which isn't so bad, but the distance from the hotel is very far and in an underground garage. This really detracted from the overall experience and we wouldn't recommend it to others that have driven a car to the hotel. I would say stay at this hotel if you do not have a car with you.- Hotel staff were average, we did not feel welcomed by any of them.- The breakfast was poor - low quality food and some cheap automatic coffee maker",Good
"Stayed at Fairfield Inn And Suites Mothers Day Weekend 2017. We had finished a cruise in Miami and wanted to drive to the keys. Location was great for a one day drive to Keys. Our room wasn't ready but the manager gave us free shuttle to downtown. Beautiful pool but we didn't use it because we wanted to tour Key West. Shuttle took us right downtown. We explored Key West and had dinner. Enjoyed the sunset and took the shuttle back to the hotel. Recommend shuttle as there is no parking downtown. Great breakfast that was included. Easy checkout next day on our way home. Close to hwy so made it easy to get an early start on long drive home!Dear JaneA69,Thank you for taking the time to Review our Hotel. We are very Happy that you had a Great Stay and enjoyed our Breakfast and our Shuttle service to Mallory Square. We hope to see you back in Key West very soon for another Nice stay with us.Sincerely,Eric B - Hotel Manager",Good
"We had a reservation cancelled at another hotel, and found this gem the same day we landed in NOLA for a conference. It was an easy walk to the Convention Center, and just a skip to the French Quarter. Plenty of excellent food within just a few blocks walk. The front desk was friendly and texted to check in daily. The bed were comfy, and the room quiet despite being right next to the hustle and bustle. The only down side was that breakfast was a little thin for my liking: AMAZING fresh croissants, jam, coffee and jam. Would definitely go back again!We're glad you decided to stay with us after your last-minute cancellation! It is good to hear you enjoyed the comfy beds, quiet room, friendly staff, and short walk from the hotel. Future breakfast expansion is something we are considering. Thanks for taking the time to leave a review! Your feedback is very much appreciated. We would definitely love to have you back again!Sincerely,Duriel HarrisGuest Relations ManagerSt. James Hotel(504) 304-4000",Good
"We chose this hotel for a one-night stay on our road trip due to its convenience and price. It was well reviewed on Trip Advisor, and our experience supported those reviews. The location is convenient, off of a major interstate, and the rooms had everything we needed for a safe, secure, and comfortable night's sleep. Despite the proximity of the... More",Good
"I was here all of 10 hours, and it was very, very good. I wasn't there long enough to test out everything. I was a little disappointed that the lobby bar closed at 10 on a Friday, but it didn't affect my overall good impression of the place. Oh, and great location!",Good
Spent several days at the Pearl for my daughter's wedding. Great service and very friendly people. It was a memorable time.,Good
"Ultra-modern hotel with a very friendly and efficient staff. Hotel was within easy walking district to Bourbon Street and the French Quarter. Fortunately, there were a number of restaurants nearby for breakfast (not included in price). Car parking was rather expensive at 40 per day.Sounds like we had everything you needed for your stay. See you again soon!",Good
"Hotel was clean. Check in was painless. Breakfast had a good variety and tasty. Had a huge block of rooms for a sporting event and grateful that hotel opened breakfast early to accommodate the athletes and their schedules.Thank you for your positive feedback regarding your most recent stay at our property. I'm glad that you enjoyed your time with us. It's great that you enjoyed our breakfast too, I'll make sure the breakfast employees are aware of your review. We hope to see you again soon.",Good
"Convenient location off the interstate. I was in town for a Braves game----took an Uber to the game.Hotel was clean. It is connected to a Homewood Suites next door. This hotel doesn't have a pool / hot tub, but you can use the Homewood's next door.Thank you so much for your feedback! We are Atlanta's first Hilton Brand Dual Property. This gives our guests extra conveniences and amenities. Our pool and fitness areas are large enough to be shared by Homewood Suites and Hilton Garden Inn. Please come back to see us soon! AJJohnson Director of Operations",Good
"This is the idea location, across the street from the space needle. Large, very clean rooms with large bathroom. Amazing breakfast buffet and bar. Lots of other eating options nearby although you will have to find them on your own. Free hotel shuttle will take you downtown.",Good
"The hotel was located just a few blocks from the Paramount Theater Convention Center and walkable to the downtown shopping area.Our room was large with a separate sitting area, desk, fridge and microwave. The hotel offers a very generous breakfast each morning that is included in the room price.It sits next to the freeway but we asked in advance for a room on the other side of the hotel.The staff was very friendly and accommodating.I'm thrilled you had a wonderful stay. There's nothing better than starting each day with a delicoius breakfast, so it's great you could take advantage of it. On top of that, I always love hearing the staff was friendly and accommodating. Thanks!Best,Frank F., General Manager",Good
"Homewood Suites at LBV is a very nice place to stay for a few nights. The suites offer a living area with a kitchenette, with a private bedroom and bathroom. Our room was clean and the bedding was very, very comfortable. The price is very reasonable. The staff was warm and friendly, and happy to assist. They were capable of answering my questions, and were very hospitable.",Good
A clean and well kept place with a friendly staff. Easy on off from I-77 Good breakfast close to restaurants and next door to a gas station. A better Quality Inn would surely stay again. Neal Ellen E,Good
"We only stayed here for one night as we transfer at the Atlanta airport. Hotel is a short drive from the airport and offers free shuttle. Service is great - my wife somehow didn't feel well (due to allergies) in the first room they offered us, and the staff was kind enough to arrange the presidential suite as an exchange since they were fully booked that night. Comfortable bed and quality sleep.",Good
"The staff at the Ocean Park Inn is great, and do a wonderful job making you feel welcome. The hotel is very nice, very clean, and is conveniently located to lots of attractions. Get a room facing the ocean.Thank you for providing us with this wonderful feedback, we are so glad that you enjoyed your stay with us and that our team took such great care of you. We look forward to welcoming you back soon!",Good
"We went to the Springhill Suites for our grand niece, who was starting San Diego State. When we walked in the lobby they had a counter for the Springhill Suites and next to it the Residence Inn. The place is beautifully decorated, reasonable and the service was fantastic. The rooms are large and we had a wonderful view of the city skyline. Breakfast was also a shared dining room with so many options of food it was impossible to go hungry. The food quality was very good.",Good
"The Best Western Bayside is a nice hotel that is reasonable and convenient to the airport, the bay, the train, gas lamp district, Little Italy,Seaport village, the Convention Center, Padres stadium and many other things.Dear kat4man4du, Thank you for choosing to stay with us at Best Western Plus Bayside Inn during your trip to San Diego. We are please to see you enjoyed our location to so much downtown San Diego has to offer. Thank you for you kind words, we hope to have the opportunity to accommodate you again. Best Regards,Grace GerzenGuest Relations Manager",Good
What a little gem this place turned out to be. Stopped here with my after visitng friends in Key West. And are we ever glad that we did. Dollar for Dollar this has to be the best value for your buck that we experienced our whole vaction. The staff were all extremly friendly The manager was more than accomidating... More,Good
"I say it's the real deal because the place lives up to the positive reviews I read before staying here about two weeks ago. I travel to Miami about 6 to 8 times a year to visit family and I feel like I'm becoming an expert on where to stay for what. Technically, you could stay at this hotel and never leave the immediate area, and be okay. The place is clean, new, well kept, relaxing, with a friendly staff. The bathroom is pretty excellent and the room I was in felt enormous. (bathrobes included btw) The pool looked great, but it rained when I was there. I also saw a lot of space to lounge around outside if the weather permitted. Because of the design, architecture and foliage, when you're in the motel, you feel like you're in a private spot. You can't really see out which is nice. This helps create an atmosphere. If you venture outside the grounds, there's plenty of small restaurants within walking distance: the place is on a block with at least 5 restaurants to the south. To the north, things are waiting to be updated including 2 other motels. I think when they are done, this area will really come alive.I parked for free, which is hard to find in Miami. The neighborhood was safe, so I ordered from a few restaurants online and walked to pick up food. They were working on an onsite diner which I think would complete the whole experience when done. Location-wise, it's subjective. It's kind of off the beaten path in terms of South Beach or Downtown, but I liked being on Biscayne Blvd. And with a car, I could drive right up to the Aventura mall and the Gulfstream Casino, but I also wasn't too far to get to family in Miami Beach. Where it is on Biscayne makes it relatively easy to get around and you skip a lot of the freeway traffic. I'll definitely keep my eye on this place. I'd love to stay again when the diner is done and the weather permits for some poolside bar time. I'm also curious how this area will develop in the next few years.Thank you so much for such a lovely review and we do hope you return soon. The restaurant should re-open in early October as upscale Sushi so hopefully you can plan your next trip in the fall. The area has certainly changed since we totally renovated the hotel back in 2014, with only a few more buildings still in need of renovations. Stay tuned as the neighborhood continues to change!",Good
"Superbly wonderful property. Nearly spotless and impeccable grounds. Everything works, no issues. Soft beds, plenty of shower room, Internet is quick. Located just up from the downtown area. Very quiet rooms, right on the main road.",Good
"Can't be much closer to the ocean, listening to the waves as you sleep. Price is right, clean rooms with great parking. Only real flaw, new carpeting is needed. When booking request the quiet side or next time we would preferably book the rooms right on the boardwalk, worth the extra money. Great location for a lot less cost. Patrick was very friendly when we checked in. Went the extra for making our stay as great as possible.We are one of the few properties in San Diego that gives guests the ability to listen to the ocean waves from their rooms! Many guests also report seeing dolphins from their balconies. Were happy you could enjoy this.Also, the next time you stay with us every room on the property will have new carpet! This process is currently underway and will conclude by the end of February.Thank you for the kind words about our staff, your compliments will be passed along. Thanks for staying with us!",Good
"This hotel is just off I 5 and a great location for visiting San Diego. At first glance we weren't sure it was a perfect fit for us, surrounding area seemed a little less than desirable, building seemed old, but Jesse at front desk was very kind and helpful. The rooms actually were very nice, very clean (my most important item) and laid out very well.Breakfast was really good, great variety, and the lady who ran the breakfast was wonderful. Very helpful and kind (helping a lady with her small children)Good Afternoon, Thank you for completing the survey regarding your recent stay at our property, and thank you for your compliments to the hotel and staff. We are glad your room was nice and clean for you, and we appreciate your feedback.If we can be of assistance in the future, please don't hesitate to contact us anytime at 619.275.5700.Sincerely,MadisonGuest Services Agent",Good
"From the people at check in to the housekeepers, we were treated as special customers and received the best customer service I have ever had at a hotel! Kristina, Kassie, and Cheri were so warm and welcoming that you felt like you were at home. The housekeeper, Lailonni was warm and friendly also and our room was immaculate. They have... More",Good
"The hotel is 2miles from the airport, and as as stop over hotel it is excellent. There are 6 floors and we were give a harbour view room. The room was very clean, spacious with a small balcony that you could sit out on and watch the activity in the harbour. When we arrived the staff were friendly and helpful, and there were free freshly cooked cookies and coffee in the foyer . There were 2 restaurants virtually opposite the hotel, however, they were pricey, probably due to their location. There were several cheap and cheerful restaurants that were within a very short distance at the back of the hotel, which we walked to. The only downside is it was quite noisy from the road. On our last night there were road repairs going on all night, which were particularly noisy as they were using a pneumatic drill. Overall This is a good hotel to stay at for your stay in San Diego.",Good
"I stayed at Ocean Park Inn in 2008 and 2009. I walked up and down the boardwalk and I don't feel there is a better place to stay. I was on the 3rd floor with an ocean view each time. It is breathtaking at sunset.The hotel was in the process of upgrades during my last stay. My room had not been updated yet - it was in dire need of new bedding I will admit. The bed was quite uncomfortable. The TV was out dated - they were replacing them with wall mounted flat screens however. They were also painting all of the hallways - I see someone mentioned the hallways were not air conditioned - I don't spend time in the hallway, so I don't see why this would matter - I never noticed the hallways being uncomfortable.I used the pool area quite a bit to tan, and was usually the only one there. Pool area is great.I have read some reviews stating that the management and staff were rude, that the area is noisy, and there are people hanging around the hotel. I had absolutely no problems with any of the staff on either of my stays. Each one was consistently helpful, courteous - almost to a fault!, and friendly. Jay, Chanel, Patrick, Sachin and Karelia - made my stay all the more enjoyable. The hotel is on the Pacific Beach boardwalk - there is noise. There are people on the boardwalk, rollerblading, skateboarding, biking, walking and jogging from early morning to evening. The beach is also immediately off the boardwalk - what do people expect! For there to be no one on the beach and no one on the boardwalk If you want quiet and solitude, stay on an island. It's Pacific Beach, it's a beach community - it is what it is. I never found the noise to be over-whelming and slept with my slider open every nite.Yes, there are a number of homeless that stay directly in front of the hotel on the boardwalk - they keep to themselves and don't bother anyone. I never saw them approach anyone at any time. They are gone by early evening. Traveling alone, I never felt afraid to be near them at any time-in fact I talked to some of them. They are harmless. T The continental breakfast changed last year and didn't offer as much as it did the year before (there were waffle makers the year before). However, there were several varieties of fresh bagels, packaged pastries, toast, butter, jelly's, cream cheese, fresh fruits, cereals, coffee, juice and milk. Just like any other continental breakfast FOR FREE. I'm just not sure what people expect. It was quite adequate. I would rather not have a full breakfast offered in lieu of keeping costs down.Again, having walked up and down the boardwalk, there are some really trashy places to stay - including the Best Western that are old, outdated, filthy and run down. Yes, there are a few nicer places like Tower 23 but the cost is also considerably higher. For the money, location, rooms and staff, I can't think of a better place to stay while in Pacific Beach or the San Diego area.",Good
"Tim, on duty during our check in, was fantastic! Went out of his way to make sure we were totally satisfied. Our flight from SC to McAllen was supposed to have taken a total of 6 hours. Because of problems with American Airlines, it took over 14 hours. We were exhausted by the time we got to McAllen. Couldn't get... More",Good
"Great value for business or leisure travel..comfortable and roomy, clean rooms. Good breakfast include. And parking was very convent . Staff was very helpful. We plan on using this location in future.Dear Sam G,Thank you for your recent 4 review. We are so happy to hear that you enjoyed our breakfast and the teams service. The hotel is great location for either leisure or business guests.We look forward to seeing you again soon!Kindest regards,Robert HumphreyGeneral Manager",Good
This place is legit. It's definitely not the Marriott or Ritz Carlton but whenever you book this hotel the rate will likely be much lower than most others. If you're coming to the city to hang out in the hotel room then don't stay here....if you need a clean and safe place to sleep and cleanup at then this is the place for you. Free parking and an unbeatable location.Definitely get a room in the back of the hotel. Rooms are small but not claustrophobic. 15 min walk to Union Square. Located by several fantastic shops and restaurants.,Good
From when I checked in and met Stephen until I was eating the great breakfast I enjoyed my stay here. The room was clean and the bed comfortable. I enjoyed the smoking room. What a concept these days. Thank you for an awesome experience.,Good
"This is one of the nicest hotels we've stayed in. We arrived the day before our cruise, and check-in went very smoothly. We shared a room with our daughter and son-in-law, a very spacious room with two queen beds in a separate room, plus a comfortable to sleep on sofa. It had a little kitchenette with a fridge and microwave. Although we didn't use that feature, it would be handy to have if we'd have been staying longer than overnight. The hotel has great technology, lighting controlled with your room card as soon as you enter the room, a great TV in both rooms, and a very nice kitchen island to sit at and eat our awesome cheesecake we got to bring back for a snack. The front desk obtained great transportation for us to the pier the next morning, at a very nominal cost of 10/pp. This hotel is located within walking distance of places to visit, the Space Needle (right across the street!), the Chihuly Museum and garden, and many places to eat close by. Free breakfast was included in our stay the food was varied, plentiful, and excellent quality. We also booked a room for the following Friday when we arrived back in Seattle from our cruise, and stayed that night to go sightseeing during the day. Same great lodging, although a smaller room since it was just for two, and arranged transport again to the airport. We were too early to check in on that day, so they stored our luggage for us, and then texted us when our rooms were ready. We would definitely stay here again!",Good
"My wife and I have just spent 12 nights at the Luana and we found it to be a great experience. The room we had was very comfortable with great veiws of Fort De Russy Park. The bed was very comfortable and the room very...MoreAloha, Thank you for a wonderful review. It is wonderful to hear that you enjoyed the location of our boutique hotel and left with a wonderful experience. Mahalo for commending our team members Ryan and Matt. I will be sure to pass along your commendations...More",Good
"Overall very nice property with friendly staff and good parking options. Walking distance to Old Town San Diego that has an abundance of restaurant choices, stores, and sites. The hotel is also very close to the airport (less than 5 minutes) and a short drive to numerous nearby attractions.Greetings Cypressman,I appreciate your positive feedback about our hotel. We do take pride in catering to our guests' needs the best way we can. If you're traveling to our area again soon, don't hesitate to call us.All the Best!Jordan MauckFront Office Manager",Good
"This hotel is clean, and reasonable, conveniently located close to downtown, harbor island, airport, and other attractions. It looked like a renovated, upscale motel, and there was a little noise while they were cleaning mid day, but otherwise, good experience and reasonably priced. Avalon at the front desk was especially helpful and informative they also give you complementary coffee and check in/out was easy. I would consider staying here again, unless price and views elsewhere were more appealing. Parking was also easy, free residential available not far from the hotel.On behalf of the entire Pearl team, thank you for your kind review. We appreciate your support. Come visit us again soon!",Good
"The Mandarin Oriental, Miami is a fabulous hotel. My friend and I stayed there last weekend to have a spa weekend and celebrate our recent accomplishments. The entire staff went above and beyond to make us feel so special. Even booking the hotel was a pleasure. I have been recommending everyone spend a weekend at Mandarin Oriental, Miami. I will definitely be returning.",Good
"Alex and his staff are the best. I work in the shipping industry nothing but a good get away...excellent bar staff, and valet service to take care of my beast of a car.. I would also like to thank room service, they helped me with...MoreThank you for the review - we loved having you! So glad to see that you enjoyed your stay. Providing each guest with the best service while maintaining our unique vibe and atmosphere for the ultimate luxury experience is top priority. Come back and see...More",Good
"We stayed at Hotel Diva for three nights on our first trip to San Fransico. When we were headed to our room in the elevator a guest made a comment that the rooms were small so we were expecting that when we opened the door, but were pleasantly suprised. The room we had was quite a reasonable size with king bed, small dining table and office desk as well as enough space to have our two large suitcases open on the floor. The bathroom was however one of the smallest I have seen although fine for a few nights stay. The rooms felt clean and the bed was comfortable. Decor felt a little dull due to all the silver and grey, not a lot of colour. Located only a short walk, 2 blocks to Union Square. First time visitors I would recommend this hotel for your holiday, and would certainly consider returning here. Staff were knowledgable and helpful.Dear KJWAust,Thank you for your feedback. I am glad to hear your enjoyed your stay in our hotel as well as in San Francisco. We can't wait to see you again in the future. Sue LaoGuest Services Manager",Good
"My wife and I couldn't have been more pleased or treated any better. Beautiful Texas hill country, a quiet, restful ranch, lovely cabin with no frills but everything one could want (except TV and Wifi which we specifically didn't want!). Our own campfire under the stars at night. The horses were top notch and the trail rides excellent. The horse... More",Good
This hotel is only 3 years old but there are no kinks. The rooms are large and very well appointed. We ate at the hotel for breakfast and dinner and the food was fresh and delicious. The chef even gave me a recipe for one...More,Good
"Thought the outside/area was a little questionable but we were pleasantly surprised inside. Our room was super clean and was updated. Modern furniture, too. Staff was nice. There was free coffee in the lobby in the morning but I didn't try it. Wifi didn't work well when we were there.",Good
"We have stayed here twice and plan to stay again if we are traveling through North Platte. The hotel is older, but very clean and comfortable. The staff is very friendly and helpful. There are good restaurants about 5 blocks away.....a nice walk after a day of traveling! We would definitely recommend staying here!",Good
"We stayed at the River 1 cabin which had 3 bedrooms, nice appliances, and two bathrooms. Being on the river worked out very well for the grandsons and the facilities made the stay very pleasant for 3 generations. Owners very helpful. Overall was clean but noted quite a bit of dust under the beds. Bathroom fans pretty loud and wired... More",Good
"We enjoyed this lovely hotel. It was nice to go to breakfast and look up and see the beautiful architectural details. The bank vault of course was extraordinary. We learned that the hotel is still attached to a working bank. The restaurant was lovely and the bacon egg and cheese croissant was fresh and delicious. The room was nice enough and clean enough. We would definitely stay here again for a quick stay.Thank you for your recent stay with us at the Whitney Hotel in New Orleans! We greatly appreciate your kind words and look forward to hosting you again soon. If we can be of further assistance, please don't hesitate to contact us directly. Sincerely, Casey A. CallaisGeneral Manager",Good
"This hotel is currently undergoing renovations... So there is construction going on during the day. But it stops at 5:30 pm, so it didn't effect us a bit! (Most guests are out doing the Disney attractions during the day). The Hotel staff were extremely nice and helpful! We had a problem caused by Hotwire... And Deyse at the front desk... More",Good
This is an older hotel but far from beyond it's prime! They have done a fine job of keeping it updated. I love the way the rooms all open up to the main open area. The brick mosaics on the outside of the building are unlike anything I have ever seen. I loved the steam room and fitness area. The showers and little lounge area near the gym are wonderful. I almost stayed down there and left my poor husband in the room with two crazy kids! It was very quite even though there were many gatherings going on this weekend. The only problem we had was the jerk who had the room before us set the alarm for midnight and it shocked us awake. It took about an hour to get back to sleep. Just plain rude!Thank you for the deailed notes on your recent visit with us. I am glad you enjoyed your stay and had a chance to go to our fitness cente. I hope you were able to squeeze in enough time to visit our spa too I will share your experience with the alarm clock with my team to ensure we are double checking clocks when we clean the rooms. Sees like we could have caught that for you. Hope to see you back at the Waverly soon!,Good
"I was in town for an HR conference in June. This hotel is on Bourbon street on the corner of Bourbon and Toulouse - right in the heart of the French Quarter and within walking distance to everywhere - Jackson square, cafe du mond, excellent restaurants (check out my other reviews) and shopping.The rooms are fine, nothing fancy (the shower head was coming out of the wall, the bathroom is small, the carpet is worn and i think there was something wrong with the AC in my room 215 - no matter how high i turned it up it still felt like 65 degrees, so i called housekeeping and asked for a blanket. The bed is incredibly comfortable, and my room had a balcony with a view to the pool and the inner courtyard - fabulous!I want to send a shout out to two of the staff members - Allen, the bell captain who is friendly, knowledgeable,and incredibly helpful (ask him for recommendation for anything, he won't disappoint) and Bella, who saw me walk out of my room on a rainy day outside and immediately offered me a rain coat... I have never met so many nice people! I will be back.Thank you loves2travel2011 for sharing your experience with us. Please accept our apology for the inconvenience you experienced with the a/c and shower head. We have informed the appropriate hotel team to look into the issues and correct them moving forward. With a mission to provide superior customer service, we take great pride in serving your needs and are delighted to hear that we have met your expectations. We will share your feedback with Allen and Bella. Thank you for staying at the Four Points by Sheraton French Quarter and we hope you choose to stay with us again whenever your travel needs bring you back to New Orleans.",Good
"The hotel proximity was close to the Zoo and to the USS Midway which we were visiting. Downtown is a little exciting to maneuver around one-way streets but GPS helps. We arrived after sunset so it was difficult to find the entrance to their parking structure. It didn't help that a tour bus was blocking our view of the driveway. The staff was friendly and helpful and the room was tidy.Thank you for staying with us at Best Western Plus Bayside Inn. We are pleased that our proximity to the Zoo and Midway was convenient. Thank you for your feedback about finding the garage at night, this is useful information that we value and we are grateful for your kind words about our staff.Best RegardsGrace GerzenSales Manager",Good
"Was looking for a place that was romantic and lively--- what we got was all that plus exceptional service which made our stay memorable and special. Rudy at the concierge desk went out of his way to show us the Za Za love! Juan and...MoreMarnie Y! Thank you for the great feedback! I am pleased to read that you had a delightful stay at Hotel ZaZa recently. Rudy, Juan Julian will all be commended for providing superb service to you during your visit at the hotel. The pool...More",Good
"My husband and I decided to start a holiday tradition of staying at a nice hotel in the city on special occasions if we're in town. This Christmas eve we chose the Ritz Carlton downtown Atlanta. The Ritz was very nice and the service was...MoreThank you so much for starting your Holiday traditions with The Ritz-Carlton, Atlanta. We appreciate your great comments and please do keep us in mind for future special occasions.",Good
